typeName,time,materialtypeID,groupID,typeName,quantity
"Signal Amplifier II",2340,11540,334,"Quantum Microprocessor",5
"Gravimetric Backup Array II",2340,37,18,Isogen,11
"Gravimetric Backup Array II",2340,9840,1034,Transmitter,3
"Gravimetric Backup Array II",2340,9842,1034,"Miniature Electronics",3
"Gravimetric Backup Array II",2340,11399,18,Morphite,2
"Gravimetric Backup Array II",2340,11483,332,"R.A.M.- Electronics",2
"Gravimetric Backup Array II",2340,11534,334,"Gravimetric Sensor Cluster",5
"Gravimetric Backup Array II",2340,11540,334,"Quantum Microprocessor",2
"LADAR Backup Array II",2340,9840,1034,Transmitter,3
"LADAR Backup Array II",2340,9842,1034,"Miniature Electronics",3
"LADAR Backup Array II",2340,11399,18,Morphite,2
"LADAR Backup Array II",2340,11483,332,"R.A.M.- Electronics",2
"LADAR Backup Array II",2340,11536,334,"Ladar Sensor Cluster",5
"LADAR Backup Array II",2340,11538,334,"Nanomechanical Microprocessor",2
"Magnetometric Backup Array II",2340,9840,1034,Transmitter,3
"Magnetometric Backup Array II",2340,9842,1034,"Miniature Electronics",3
"Magnetometric Backup Array II",2340,11399,18,Morphite,2
"Magnetometric Backup Array II",2340,11483,332,"R.A.M.- Electronics",2
"Magnetometric Backup Array II",2340,11535,334,"Magnetometric Sensor Cluster",3
"Magnetometric Backup Array II",2340,11541,334,"Photon Microprocessor",2
"Multi Sensor Backup Array II",2340,9840,1034,Transmitter,3
"Multi Sensor Backup Array II",2340,9842,1034,"Miniature Electronics",3
"Multi Sensor Backup Array II",2340,11399,18,Morphite,2
"Multi Sensor Backup Array II",2340,11483,332,"R.A.M.- Electronics",2
"Multi Sensor Backup Array II",2340,11534,334,"Gravimetric Sensor Cluster",2
"Multi Sensor Backup Array II",2340,11535,334,"Magnetometric Sensor Cluster",2
"Multi Sensor Backup Array II",2340,11536,334,"Ladar Sensor Cluster",2
"Multi Sensor Backup Array II",2340,11537,334,"Radar Sensor Cluster",2
"Multi Sensor Backup Array II",2340,11539,334,"Nanoelectrical Microprocessor",2
"RADAR Backup Array II",2340,9840,1034,Transmitter,3
"RADAR Backup Array II",2340,9842,1034,"Miniature Electronics",3
"RADAR Backup Array II",2340,11399,18,Morphite,3
"RADAR Backup Array II",2340,11483,332,"R.A.M.- Electronics",2
"RADAR Backup Array II",2340,11537,334,"Radar Sensor Cluster",5
"RADAR Backup Array II",2340,11539,334,"Nanoelectrical Microprocessor",2
"Tracking Computer II",4680,3689,1034,"Mechanical Parts",1
"Tracking Computer II",4680,9842,1034,"Miniature Electronics",7
"Tracking Computer II",4680,11399,18,Morphite,11
"Tracking Computer II",4680,11483,332,"R.A.M.- Electronics",2
"Tracking Computer II",4680,11538,334,"Nanomechanical Microprocessor",12
"Tracking Disruptor II",4680,9840,1034,Transmitter,6
"Tracking Disruptor II",4680,9842,1034,"Miniature Electronics",10
"Tracking Disruptor II",4680,11399,18,Morphite,8
"Tracking Disruptor II",4680,11483,332,"R.A.M.- Electronics",2
"Tracking Disruptor II",4680,11535,334,"Magnetometric Sensor Cluster",6
"Tracking Disruptor II",4680,11541,334,"Photon Microprocessor",5
"Tracking Enhancer II",2340,3689,1034,"Mechanical Parts",6
"Tracking Enhancer II",2340,9842,1034,"Miniature Electronics",2
"Tracking Enhancer II",2340,11399,18,Morphite,5
"Tracking Enhancer II",2340,11483,332,"R.A.M.- Electronics",2
"Tracking Enhancer II",2340,11538,334,"Nanomechanical Microprocessor",8
"Remote Tracking Computer II",4680,9840,1034,Transmitter,6
"Remote Tracking Computer II",4680,9842,1034,"Miniature Electronics",7
"Remote Tracking Computer II",4680,11399,18,Morphite,5
"Remote Tracking Computer II",4680,11483,332,"R.A.M.- Electronics",2
"Remote Tracking Computer II",4680,11536,334,"Ladar Sensor Cluster",8
"Remote Tracking Computer II",4680,11538,334,"Nanomechanical Microprocessor",5
Falcon,240000,3828,1034,"Construction Blocks",75
Falcon,240000,11399,18,Morphite,150
Falcon,240000,11478,332,"R.A.M.- Starship Tech",18
Falcon,240000,11533,334,"Magpulse Thruster",57
Falcon,240000,11534,334,"Gravimetric Sensor Cluster",495
Falcon,240000,11540,334,"Quantum Microprocessor",1800
Falcon,240000,11544,334,"Titanium Diborite Armor Plate",3750
Falcon,240000,11550,334,"Graviton Reactor Unit",30
Falcon,240000,11552,334,"Scalar Capacitor Unit",375
Falcon,240000,11558,334,"Sustained Shield Emitter",300
Rook,240000,3828,1034,"Construction Blocks",75
Rook,240000,11399,18,Morphite,150
Rook,240000,11478,332,"R.A.M.- Starship Tech",18
Rook,240000,11533,334,"Magpulse Thruster",60
Rook,240000,11534,334,"Gravimetric Sensor Cluster",495
Rook,240000,11540,334,"Quantum Microprocessor",1800
Rook,240000,11544,334,"Titanium Diborite Armor Plate",3750
Rook,240000,11550,334,"Graviton Reactor Unit",30
Rook,240000,11552,334,"Scalar Capacitor Unit",375
Rook,240000,11558,334,"Sustained Shield Emitter",300
Huginn,240000,3828,1034,"Construction Blocks",75
Huginn,240000,11399,18,Morphite,150
Huginn,240000,11478,332,"R.A.M.- Starship Tech",18
Huginn,240000,11530,334,"Plasma Thruster",60
Huginn,240000,11536,334,"Ladar Sensor Cluster",495
Huginn,240000,11538,334,"Nanomechanical Microprocessor",1800
Huginn,240000,11542,334,"Fernite Carbide Composite Armor Plate",3750
Huginn,240000,11548,334,"Nuclear Reactor Unit",30
Huginn,240000,11551,334,"Electrolytic Capacitor Unit",375
Huginn,240000,11555,334,"Deflection Shield Emitter",300
Rapier,240000,3828,1034,"Construction Blocks",75
Rapier,240000,11399,18,Morphite,150
Rapier,240000,11478,332,"R.A.M.- Starship Tech",18
Rapier,240000,11530,334,"Plasma Thruster",57
Rapier,240000,11536,334,"Ladar Sensor Cluster",495
Rapier,240000,11538,334,"Nanomechanical Microprocessor",1800
Rapier,240000,11542,334,"Fernite Carbide Composite Armor Plate",3750
Rapier,240000,11548,334,"Nuclear Reactor Unit",30
Rapier,240000,11551,334,"Electrolytic Capacitor Unit",375
Rapier,240000,11555,334,"Deflection Shield Emitter",300
Pilgrim,240000,3828,1034,"Construction Blocks",75
Pilgrim,240000,11399,18,Morphite,150
Pilgrim,240000,11478,332,"R.A.M.- Starship Tech",18
Pilgrim,240000,11532,334,"Fusion Thruster",57
Pilgrim,240000,11537,334,"Radar Sensor Cluster",495
Pilgrim,240000,11539,334,"Nanoelectrical Microprocessor",1800
Pilgrim,240000,11543,334,"Tungsten Carbide Armor Plate",3750
Pilgrim,240000,11549,334,"Antimatter Reactor Unit",30
Pilgrim,240000,11554,334,"Tesseract Capacitor Unit",375
Pilgrim,240000,11557,334,"Linear Shield Emitter",300
Arazu,240000,3828,1034,"Construction Blocks",75
Arazu,240000,11399,18,Morphite,150
Arazu,240000,11478,332,"R.A.M.- Starship Tech",18
Arazu,240000,11531,334,"Ion Thruster",57
Arazu,240000,11535,334,"Magnetometric Sensor Cluster",495
Arazu,240000,11541,334,"Photon Microprocessor",1800
Arazu,240000,11545,334,"Crystalline Carbonide Armor Plate",3750
Arazu,240000,11547,334,"Fusion Reactor Unit",30
Arazu,240000,11553,334,"Oscillator Capacitor Unit",375
Arazu,240000,11556,334,"Pulse Shield Emitter",300
Lachesis,240000,3828,1034,"Construction Blocks",75
Lachesis,240000,11399,18,Morphite,150
Lachesis,240000,11478,332,"R.A.M.- Starship Tech",18
Lachesis,240000,11531,334,"Ion Thruster",60
Lachesis,240000,11535,334,"Magnetometric Sensor Cluster",495
Lachesis,240000,11541,334,"Photon Microprocessor",1800
Lachesis,240000,11545,334,"Crystalline Carbonide Armor Plate",3750
Lachesis,240000,11547,334,"Fusion Reactor Unit",30
Lachesis,240000,11553,334,"Oscillator Capacitor Unit",375
Lachesis,240000,11556,334,"Pulse Shield Emitter",300
Scimitar,240000,3828,1034,"Construction Blocks",75
Scimitar,240000,11399,18,Morphite,90
Scimitar,240000,11478,332,"R.A.M.- Starship Tech",12
Scimitar,240000,11530,334,"Plasma Thruster",75
Scimitar,240000,11536,334,"Ladar Sensor Cluster",263
Scimitar,240000,11538,334,"Nanomechanical Microprocessor",1800
Scimitar,240000,11542,334,"Fernite Carbide Composite Armor Plate",2250
Scimitar,240000,11548,334,"Nuclear Reactor Unit",23
Scimitar,240000,11551,334,"Electrolytic Capacitor Unit",750
Scimitar,240000,11555,334,"Deflection Shield Emitter",150
Basilisk,240000,3828,1034,"Construction Blocks",75
Basilisk,240000,11399,18,Morphite,90
Basilisk,240000,11478,332,"R.A.M.- Starship Tech",12
Basilisk,240000,11533,334,"Magpulse Thruster",75
Basilisk,240000,11534,334,"Gravimetric Sensor Cluster",263
Basilisk,240000,11540,334,"Quantum Microprocessor",1800
Basilisk,240000,11544,334,"Titanium Diborite Armor Plate",2250
Basilisk,240000,11550,334,"Graviton Reactor Unit",23
Basilisk,240000,11552,334,"Scalar Capacitor Unit",750
Basilisk,240000,11558,334,"Sustained Shield Emitter",150
Guardian,240000,3828,1034,"Construction Blocks",75
Guardian,240000,11399,18,Morphite,90
Guardian,240000,11478,332,"R.A.M.- Starship Tech",12
Guardian,240000,11532,334,"Fusion Thruster",75
Guardian,240000,11537,334,"Radar Sensor Cluster",263
Guardian,240000,11539,334,"Nanoelectrical Microprocessor",1800
Guardian,240000,11543,334,"Tungsten Carbide Armor Plate",2250
Guardian,240000,11549,334,"Antimatter Reactor Unit",23
Guardian,240000,11554,334,"Tesseract Capacitor Unit",750
Guardian,240000,11557,334,"Linear Shield Emitter",150
Oneiros,240000,3828,1034,"Construction Blocks",75
Oneiros,240000,11399,18,Morphite,90
Oneiros,240000,11478,332,"R.A.M.- Starship Tech",12
Oneiros,240000,11531,334,"Ion Thruster",75
Oneiros,240000,11535,334,"Magnetometric Sensor Cluster",263
Oneiros,240000,11541,334,"Photon Microprocessor",1800
Oneiros,240000,11545,334,"Crystalline Carbonide Armor Plate",2250
Oneiros,240000,11547,334,"Fusion Reactor Unit",23
Oneiros,240000,11553,334,"Oscillator Capacitor Unit",750
Oneiros,240000,11556,334,"Pulse Shield Emitter",150
Cerberus,240000,3828,1034,"Construction Blocks",150
Cerberus,240000,11399,18,Morphite,150
Cerberus,240000,11478,332,"R.A.M.- Starship Tech",18
Cerberus,240000,11533,334,"Magpulse Thruster",75
Cerberus,240000,11534,334,"Gravimetric Sensor Cluster",398
Cerberus,240000,11540,334,"Quantum Microprocessor",1350
Cerberus,240000,11544,334,"Titanium Diborite Armor Plate",5625
Cerberus,240000,11550,334,"Graviton Reactor Unit",38
Cerberus,240000,11552,334,"Scalar Capacitor Unit",450
Cerberus,240000,11558,334,"Sustained Shield Emitter",450
Onyx,240000,3828,1034,"Construction Blocks",188
Onyx,240000,11399,18,Morphite,150
Onyx,240000,11478,332,"R.A.M.- Starship Tech",21
Onyx,240000,11533,334,"Magpulse Thruster",105
Onyx,240000,11534,334,"Gravimetric Sensor Cluster",180
Onyx,240000,11540,334,"Quantum Microprocessor",2970
Onyx,240000,11544,334,"Titanium Diborite Armor Plate",6750
Onyx,240000,11550,334,"Graviton Reactor Unit",53
Onyx,240000,11552,334,"Scalar Capacitor Unit",660
Onyx,240000,11558,334,"Sustained Shield Emitter",413
Vagabond,240000,3828,1034,"Construction Blocks",150
Vagabond,240000,11399,18,Morphite,150
Vagabond,240000,11478,332,"R.A.M.- Starship Tech",18
Vagabond,240000,11530,334,"Plasma Thruster",75
Vagabond,240000,11536,334,"Ladar Sensor Cluster",398
Vagabond,240000,11538,334,"Nanomechanical Microprocessor",1350
Vagabond,240000,11542,334,"Fernite Carbide Composite Armor Plate",5625
Vagabond,240000,11548,334,"Nuclear Reactor Unit",38
Vagabond,240000,11551,334,"Electrolytic Capacitor Unit",450
Vagabond,240000,11555,334,"Deflection Shield Emitter",450
Zealot,240000,3828,1034,"Construction Blocks",150
Zealot,240000,11399,18,Morphite,150
Zealot,240000,11478,332,"R.A.M.- Starship Tech",18
Zealot,240000,11532,334,"Fusion Thruster",75
Zealot,240000,11537,334,"Radar Sensor Cluster",398
Zealot,240000,11539,334,"Nanoelectrical Microprocessor",1350
Zealot,240000,11543,334,"Tungsten Carbide Armor Plate",5625
Zealot,240000,11549,334,"Antimatter Reactor Unit",45
Zealot,240000,11554,334,"Tesseract Capacitor Unit",450
Zealot,240000,11557,334,"Linear Shield Emitter",450
Ishtar,240000,3828,1034,"Construction Blocks",150
Ishtar,240000,11399,18,Morphite,150
Ishtar,240000,11478,332,"R.A.M.- Starship Tech",18
Ishtar,240000,11531,334,"Ion Thruster",75
Ishtar,240000,11535,334,"Magnetometric Sensor Cluster",398
Ishtar,240000,11541,334,"Photon Microprocessor",1350
Ishtar,240000,11545,334,"Crystalline Carbonide Armor Plate",5625
Ishtar,240000,11547,334,"Fusion Reactor Unit",38
Ishtar,240000,11553,334,"Oscillator Capacitor Unit",450
Ishtar,240000,11556,334,"Pulse Shield Emitter",450
Eagle,240000,3828,1034,"Construction Blocks",188
Eagle,240000,11399,18,Morphite,150
Eagle,240000,11478,332,"R.A.M.- Starship Tech",18
Eagle,240000,11533,334,"Magpulse Thruster",75
Eagle,240000,11534,334,"Gravimetric Sensor Cluster",165
Eagle,240000,11540,334,"Quantum Microprocessor",1350
Eagle,240000,11544,334,"Titanium Diborite Armor Plate",5625
Eagle,240000,11550,334,"Graviton Reactor Unit",45
Eagle,240000,11552,334,"Scalar Capacitor Unit",600
Eagle,240000,11558,334,"Sustained Shield Emitter",450
Broadsword,240000,3828,1034,"Construction Blocks",188
Broadsword,240000,11399,18,Morphite,150
Broadsword,240000,11478,332,"R.A.M.- Starship Tech",21
Broadsword,240000,11530,334,"Plasma Thruster",105
Broadsword,240000,11536,334,"Ladar Sensor Cluster",180
Broadsword,240000,11538,334,"Nanomechanical Microprocessor",2970
Broadsword,240000,11542,334,"Fernite Carbide Composite Armor Plate",6750
Broadsword,240000,11548,334,"Nuclear Reactor Unit",53
Broadsword,240000,11551,334,"Electrolytic Capacitor Unit",660
Broadsword,240000,11555,334,"Deflection Shield Emitter",413
Muninn,240000,3828,1034,"Construction Blocks",188
Muninn,240000,11399,18,Morphite,150
Muninn,240000,11478,332,"R.A.M.- Starship Tech",18
Muninn,240000,11530,334,"Plasma Thruster",75
Muninn,240000,11536,334,"Ladar Sensor Cluster",165
Muninn,240000,11538,334,"Nanomechanical Microprocessor",1350
Muninn,240000,11542,334,"Fernite Carbide Composite Armor Plate",5625
Muninn,240000,11548,334,"Nuclear Reactor Unit",45
Muninn,240000,11551,334,"Electrolytic Capacitor Unit",600
Muninn,240000,11555,334,"Deflection Shield Emitter",450
Devoter,240000,3828,1034,"Construction Blocks",188
Devoter,240000,11399,18,Morphite,150
Devoter,240000,11478,332,"R.A.M.- Starship Tech",21
Devoter,240000,11532,334,"Fusion Thruster",105
Devoter,240000,11537,334,"Radar Sensor Cluster",180
Devoter,240000,11539,334,"Nanoelectrical Microprocessor",2970
Devoter,240000,11543,334,"Tungsten Carbide Armor Plate",6750
Devoter,240000,11549,334,"Antimatter Reactor Unit",53
Devoter,240000,11554,334,"Tesseract Capacitor Unit",660
Devoter,240000,11557,334,"Linear Shield Emitter",413
Sacrilege,240000,3828,1034,"Construction Blocks",188
Sacrilege,240000,11399,18,Morphite,150
Sacrilege,240000,11478,332,"R.A.M.- Starship Tech",18
Sacrilege,240000,11532,334,"Fusion Thruster",75
Sacrilege,240000,11537,334,"Radar Sensor Cluster",165
Sacrilege,240000,11539,334,"Nanoelectrical Microprocessor",1350
Sacrilege,240000,11543,334,"Tungsten Carbide Armor Plate",5625
Sacrilege,240000,11549,334,"Antimatter Reactor Unit",45
Sacrilege,240000,11554,334,"Tesseract Capacitor Unit",600
Sacrilege,240000,11557,334,"Linear Shield Emitter",450
Phobos,240000,3828,1034,"Construction Blocks",188
Phobos,240000,11399,18,Morphite,150
Phobos,240000,11478,332,"R.A.M.- Starship Tech",21
Phobos,240000,11531,334,"Ion Thruster",105
Phobos,240000,11535,334,"Magnetometric Sensor Cluster",180
Phobos,240000,11541,334,"Photon Microprocessor",2970
Phobos,240000,11545,334,"Crystalline Carbonide Armor Plate",6750
Phobos,240000,11547,334,"Fusion Reactor Unit",53
Phobos,240000,11553,334,"Oscillator Capacitor Unit",660
Phobos,240000,11556,334,"Pulse Shield Emitter",413
Deimos,240000,3828,1034,"Construction Blocks",188
Deimos,240000,11399,18,Morphite,150
Deimos,240000,11478,332,"R.A.M.- Starship Tech",18
Deimos,240000,11531,334,"Ion Thruster",75
Deimos,240000,11535,334,"Magnetometric Sensor Cluster",165
Deimos,240000,11541,334,"Photon Microprocessor",1350
Deimos,240000,11545,334,"Crystalline Carbonide Armor Plate",5625
Deimos,240000,11547,334,"Fusion Reactor Unit",45
Deimos,240000,11553,334,"Oscillator Capacitor Unit",600
Deimos,240000,11556,334,"Pulse Shield Emitter",450
Manticore,120000,40,18,Megacyte,4
Manticore,120000,3828,1034,"Construction Blocks",30
Manticore,120000,11399,18,Morphite,38
Manticore,120000,11478,332,"R.A.M.- Starship Tech",3
Manticore,120000,11533,334,"Magpulse Thruster",30
Manticore,120000,11534,334,"Gravimetric Sensor Cluster",60
Manticore,120000,11540,334,"Quantum Microprocessor",180
Manticore,120000,11544,334,"Titanium Diborite Armor Plate",300
Manticore,120000,11550,334,"Graviton Reactor Unit",6
Manticore,120000,11552,334,"Scalar Capacitor Unit",60
Manticore,120000,11558,334,"Sustained Shield Emitter",15
Hound,120000,3828,1034,"Construction Blocks",30
Hound,120000,11399,18,Morphite,38
Hound,120000,11478,332,"R.A.M.- Starship Tech",3
Hound,120000,11530,334,"Plasma Thruster",30
Hound,120000,11536,334,"Ladar Sensor Cluster",60
Hound,120000,11538,334,"Nanomechanical Microprocessor",180
Hound,120000,11542,334,"Fernite Carbide Composite Armor Plate",300
Hound,120000,11548,334,"Nuclear Reactor Unit",6
Hound,120000,11551,334,"Electrolytic Capacitor Unit",60
Hound,120000,11555,334,"Deflection Shield Emitter",15
Purifier,120000,3828,1034,"Construction Blocks",30
Purifier,120000,11399,18,Morphite,38
Purifier,120000,11478,332,"R.A.M.- Starship Tech",3
Purifier,120000,11532,334,"Fusion Thruster",30
Purifier,120000,11537,334,"Radar Sensor Cluster",60
Purifier,120000,11539,334,"Nanoelectrical Microprocessor",180
Purifier,120000,11543,334,"Tungsten Carbide Armor Plate",300
Purifier,120000,11549,334,"Antimatter Reactor Unit",6
Purifier,120000,11554,334,"Tesseract Capacitor Unit",60
Purifier,120000,11557,334,"Linear Shield Emitter",15
Ishkur,120000,40,18,Megacyte,6
Ishkur,120000,3828,1034,"Construction Blocks",38
Ishkur,120000,11399,18,Morphite,45
Ishkur,120000,11478,332,"R.A.M.- Starship Tech",6
Ishkur,120000,11531,334,"Ion Thruster",30
Ishkur,120000,11535,334,"Magnetometric Sensor Cluster",30
Ishkur,120000,11541,334,"Photon Microprocessor",135
Ishkur,120000,11545,334,"Crystalline Carbonide Armor Plate",900
Ishkur,120000,11547,334,"Fusion Reactor Unit",8
Ishkur,120000,11553,334,"Oscillator Capacitor Unit",90
Ishkur,120000,11556,334,"Pulse Shield Emitter",30
Enyo,120000,40,18,Megacyte,4
Enyo,120000,3828,1034,"Construction Blocks",38
Enyo,120000,11399,18,Morphite,45
Enyo,120000,11478,332,"R.A.M.- Starship Tech",6
Enyo,120000,11531,334,"Ion Thruster",23
Enyo,120000,11535,334,"Magnetometric Sensor Cluster",30
Enyo,120000,11541,334,"Photon Microprocessor",135
Enyo,120000,11545,334,"Crystalline Carbonide Armor Plate",750
Enyo,120000,11547,334,"Fusion Reactor Unit",8
Enyo,120000,11553,334,"Oscillator Capacitor Unit",90
Enyo,120000,11556,334,"Pulse Shield Emitter",30
"10MN Afterburner II",4680,11399,18,Morphite,6
"10MN Afterburner II",4680,11475,332,"R.A.M.- Armor/Hull Tech",2
"10MN Afterburner II",4680,11530,334,"Plasma Thruster",6
"10MN Afterburner II",4680,11531,334,"Ion Thruster",15
"10MN Afterburner II",4680,11549,334,"Antimatter Reactor Unit",8
"100MN Afterburner II",7020,11399,18,Morphite,12
"100MN Afterburner II",7020,11475,332,"R.A.M.- Armor/Hull Tech",2
"100MN Afterburner II",7020,11530,334,"Plasma Thruster",12
"100MN Afterburner II",7020,11531,334,"Ion Thruster",15
"100MN Afterburner II",7020,11549,334,"Antimatter Reactor Unit",8
"10MN Microwarpdrive II",4680,11399,18,Morphite,33
"10MN Microwarpdrive II",4680,11475,332,"R.A.M.- Armor/Hull Tech",2
"10MN Microwarpdrive II",4680,11530,334,"Plasma Thruster",48
"10MN Microwarpdrive II",4680,11531,334,"Ion Thruster",15
"10MN Microwarpdrive II",4680,11549,334,"Antimatter Reactor Unit",8
"100MN Microwarpdrive II",7020,11399,18,Morphite,75
"100MN Microwarpdrive II",7020,11475,332,"R.A.M.- Armor/Hull Tech",2
"100MN Microwarpdrive II",7020,11530,334,"Plasma Thruster",96
"100MN Microwarpdrive II",7020,11531,334,"Ion Thruster",15
"100MN Microwarpdrive II",7020,11549,334,"Antimatter Reactor Unit",8
"Large Remote Capacitor Transmitter II",7020,9838,1034,Superconductors,45
"Large Remote Capacitor Transmitter II",7020,11399,18,Morphite,14
"Large Remote Capacitor Transmitter II",7020,11482,332,"R.A.M.- Energy Tech",2
"Large Remote Capacitor Transmitter II",7020,11539,334,"Nanoelectrical Microprocessor",14
"Large Remote Capacitor Transmitter II",7020,11554,334,"Tesseract Capacitor Unit",23
"Improved Cloaking Device II",9360,11399,18,Morphite,4
"Improved Cloaking Device II",9360,11483,332,"R.A.M.- Electronics",2
"Improved Cloaking Device II",9360,11541,334,"Photon Microprocessor",15
"Improved Cloaking Device II",9360,11693,334,"Graviton Pulse Generator",15
"Covert Ops Cloaking Device II",11700,9840,1034,Transmitter,16
"Covert Ops Cloaking Device II",11700,9842,1034,"Miniature Electronics",16
"Covert Ops Cloaking Device II",11700,11399,18,Morphite,19
"Covert Ops Cloaking Device II",11700,11483,332,"R.A.M.- Electronics",2
"Covert Ops Cloaking Device II",11700,11541,334,"Photon Microprocessor",33
"Covert Ops Cloaking Device II",11700,11693,334,"Graviton Pulse Generator",26
"Medium Remote Capacitor Transmitter II",4680,9838,1034,Superconductors,23
"Medium Remote Capacitor Transmitter II",4680,11399,18,Morphite,9
"Medium Remote Capacitor Transmitter II",4680,11482,332,"R.A.M.- Energy Tech",2
"Medium Remote Capacitor Transmitter II",4680,11539,334,"Nanoelectrical Microprocessor",9
"Medium Remote Capacitor Transmitter II",4680,11554,334,"Tesseract Capacitor Unit",15
"Medium Nosferatu II",4680,9838,1034,Superconductors,30
"Medium Nosferatu II",4680,11399,18,Morphite,12
"Medium Nosferatu II",4680,11482,332,"R.A.M.- Energy Tech",2
"Medium Nosferatu II",4680,11539,334,"Nanoelectrical Microprocessor",15
"Medium Nosferatu II",4680,11554,334,"Tesseract Capacitor Unit",38
"Heavy Nosferatu II",7020,9838,1034,Superconductors,45
"Heavy Nosferatu II",7020,11399,18,Morphite,24
"Heavy Nosferatu II",7020,11482,332,"R.A.M.- Energy Tech",2
"Heavy Nosferatu II",7020,11539,334,"Nanoelectrical Microprocessor",30
"Heavy Nosferatu II",7020,11554,334,"Tesseract Capacitor Unit",53
"Medium Energy Neutralizer II",4680,9838,1034,Superconductors,23
"Medium Energy Neutralizer II",4680,11482,332,"R.A.M.- Energy Tech",2
"Medium Energy Neutralizer II",4680,11539,334,"Nanoelectrical Microprocessor",15
"Medium Energy Neutralizer II",4680,11554,334,"Tesseract Capacitor Unit",30
"Heavy Energy Neutralizer II",7020,9838,1034,Superconductors,30
"Heavy Energy Neutralizer II",7020,11482,332,"R.A.M.- Energy Tech",2
"Heavy Energy Neutralizer II",7020,11539,334,"Nanoelectrical Microprocessor",23
"Heavy Energy Neutralizer II",7020,11554,334,"Tesseract Capacitor Unit",45
"200mm Railgun II",4680,9848,1040,Robotics,3
"200mm Railgun II",4680,11399,18,Morphite,5
"200mm Railgun II",4680,11486,332,"R.A.M.- Weapon Tech",2
"200mm Railgun II",4680,11690,334,"Superconductor Rails",12
"350mm Railgun II",7020,9848,1040,Robotics,10
"350mm Railgun II",7020,11399,18,Morphite,33
"350mm Railgun II",7020,11486,332,"R.A.M.- Weapon Tech",2
"350mm Railgun II",7020,11690,334,"Superconductor Rails",23
"Gleam S",4800,34,18,Tritanium,342
"Gleam S",4800,35,18,Pyerite,83
"Gleam S",4800,37,18,Isogen,27
"Gleam S",4800,38,18,Nocxium,40
"Gleam S",4800,39,18,Zydrine,13
"Gleam S",4800,40,18,Megacyte,2
"Gleam S",4800,11399,18,Morphite,2
"Gleam S",4800,11476,332,"R.A.M.- Ammunition Tech",2
"Gleam S",4800,16672,429,"Tungsten Carbide",261
"Gleam S",4800,16679,429,Fullerides,45
"Aurora S",4800,34,18,Tritanium,342
"Aurora S",4800,35,18,Pyerite,83
"Aurora S",4800,37,18,Isogen,27
"Aurora S",4800,38,18,Nocxium,40
"Aurora S",4800,39,18,Zydrine,13
"Aurora S",4800,40,18,Megacyte,2
"Aurora S",4800,11399,18,Morphite,2
"Aurora S",4800,11476,332,"R.A.M.- Ammunition Tech",2
"Aurora S",4800,16672,429,"Tungsten Carbide",261
"Aurora S",4800,16679,429,Fullerides,45
"Scorch S",4800,34,18,Tritanium,560
"Scorch S",4800,35,18,Pyerite,56
"Scorch S",4800,37,18,Isogen,11
"Scorch S",4800,38,18,Nocxium,28
"Scorch S",4800,39,18,Zydrine,4
"Scorch S",4800,40,18,Megacyte,1
"Scorch S",4800,11399,18,Morphite,2
"Scorch S",4800,11476,332,"R.A.M.- Ammunition Tech",2
"Scorch S",4800,16672,429,"Tungsten Carbide",108
"Scorch S",4800,16679,429,Fullerides,45
"Conflagration S",4800,34,18,Tritanium,560
"Conflagration S",4800,35,18,Pyerite,56
"Conflagration S",4800,37,18,Isogen,11
"Conflagration S",4800,38,18,Nocxium,28
"Conflagration S",4800,39,18,Zydrine,4
"Conflagration S",4800,40,18,Megacyte,1
"Conflagration S",4800,11399,18,Morphite,2
"Conflagration S",4800,11476,332,"R.A.M.- Ammunition Tech",2
"Conflagration S",4800,16672,429,"Tungsten Carbide",108
"Conflagration S",4800,16679,429,Fullerides,45
"Hail S",4800,34,18,Tritanium,18
"Hail S",4800,36,18,Mexallon,18
"Hail S",4800,37,18,Isogen,9
"Hail S",4800,38,18,Nocxium,3
"Hail S",4800,39,18,Zydrine,3
"Hail S",4800,40,18,Megacyte,2
"Hail S",4800,11399,18,Morphite,2
"Hail S",4800,11476,332,"R.A.M.- Ammunition Tech",2
"Hail S",4800,16673,429,"Fernite Carbide",300
"Hail S",4800,16679,429,Fullerides,120
"Void S",4800,34,18,Tritanium,1111
"Void S",4800,35,18,Pyerite,2
"Void S",4800,36,18,Mexallon,2
"Void S",4800,39,18,Zydrine,13
"Void S",4800,40,18,Megacyte,3
"Void S",4800,11399,18,Morphite,2
"Void S",4800,11476,332,"R.A.M.- Ammunition Tech",2
"Void S",4800,16670,429,"Crystalline Carbonide",60
"Void S",4800,16679,429,Fullerides,60
"Null S",4800,34,18,Tritanium,1111
"Null S",4800,35,18,Pyerite,2
"Null S",4800,36,18,Mexallon,2
"Null S",4800,39,18,Zydrine,13
"Null S",4800,40,18,Megacyte,3
"Null S",4800,11399,18,Morphite,2
"Null S",4800,11476,332,"R.A.M.- Ammunition Tech",2
"Null S",4800,16670,429,"Crystalline Carbonide",60
"Null S",4800,16679,429,Fullerides,60
"Spike S",4800,34,18,Tritanium,1667
"Spike S",4800,35,18,Pyerite,3
"Spike S",4800,36,18,Mexallon,3
"Spike S",4800,39,18,Zydrine,22
"Spike S",4800,40,18,Megacyte,7
"Spike S",4800,11399,18,Morphite,2
"Spike S",4800,11476,332,"R.A.M.- Ammunition Tech",2
